order_id,customer_id,order_date,meal_category,dietary_preference,order_value
2834,516,2024-09-05,Dinner,Vegetarian,44.3
2835,516,2024-09-10,Lunch,Vegetarian,15.95
2836,516,2024-09-18,Dinner,Vegetarian,33.19
2837,516,2024-09-10,Dinner,Vegetarian,21.27
2838,517,2024-06-09,Dinner,Vegetarian,28.73
2839,517,2024-06-04,Lunch,Vegetarian,44.31
2840,517,2024-06-05,Lunch,Vegetarian,17.12
2841,517,2024-06-04,Lunch,Vegetarian,10.17
2842,517,2024-06-07,Lunch,Vegetarian,11.96
2843,517,2024-06-03,Lunch,Vegetarian,11.28
2844,517,2024-06-03,Breakfast,Vegetarian,17.12
2845,517,2024-06-07,Breakfast,Vegetarian,22.63
2846,517,2024-06-04,Dinner,Vegetarian,24.52
2847,517,2024-06-06,Breakfast,Vegetarian,13.0
2848,518,2024-03-22,Breakfast,None,43.88
2849,518,2024-03-19,Dinner,None,37.97
2850,518,2024-03-21,Dinner,None,40.78
2851,518,2024-03-20,Breakfast,None,28.31
2852,518,2024-03-24,Lunch,None,36.82
2853,518,2024-03-23,Breakfast,None,33.82
2854,518,2024-03-23,Breakfast,None,35.39
2855,518,2024-03-19,Lunch,None,20.36
2856,519,2024-07-08,Breakfast,Vegetarian,38.19
2857,519,2024-06-14,Breakfast,Vegetarian,32.77
2858,519,2024-06-18,Dinner,Vegetarian,22.34
2859,519,2024-06-24,Breakfast,Vegetarian,42.27
2860,519,2024-06-25,Lunch,Vegetarian,46.84
2861,520,2024-05-21,Breakfast,Keto,21.91
2862,520,2024-06-09,Breakfast,Keto,49.5
2863,521,2024-08-11,Breakfast,None,49.6
2864,521,2024-08-24,Lunch,None,26.43
2865,521,2024-08-10,Breakfast,None,46.97
2866,521,2024-08-19,Breakfast,None,18.73
2867,521,2024-08-01,Dinner,None,21.97
2868,521,2024-08-28,Breakfast,None,46.31
2869,521,2024-08-29,Breakfast,None,32.79
2870,521,2024-08-28,Dinner,None,14.47
2871,521,2024-08-02,Dinner,None,33.11
2872,522,2024-07-31,Lunch,Vegetarian,34.5
2873,523,2024-07-06,Dinner,Keto,11.68
2874,523,2024-06-19,Dinner,Keto,37.25
2875,523,2024-06-10,Dinner,Keto,23.06
2876,523,2024-07-03,Breakfast,Keto,43.54
2877,523,2024-06-18,Dinner,Keto,44.99
2878,523,2024-06-28,Lunch,Keto,29.09
2879,524,2024-11-10,Lunch,Keto,11.36
2880,525,2024-02-11,Breakfast,Keto,37.97
2881,525,2024-02-14,Dinner,Keto,24.84
2882,525,2024-02-14,Dinner,Keto,35.93
2883,525,2024-02-09,Dinner,Keto,19.22
2884,525,2024-02-10,Lunch,Keto,40.54
2885,525,2024-02-13,Dinner,Keto,48.02
2886,525,2024-02-12,Dinner,Keto,12.74
2887,525,2024-02-11,Breakfast,Keto,14.83
2888,526,2024-02-20,Lunch,Gluten-Free,11.3
2889,526,2024-02-14,Breakfast,Gluten-Free,41.82
2890,526,2024-02-19,Dinner,Gluten-Free,24.13
2891,526,2024-02-16,Breakfast,Gluten-Free,39.09
2892,527,2024-07-06,Breakfast,Vegetarian,17.26
2893,528,2024-07-11,Dinner,Keto,20.82
2894,528,2024-06-20,Lunch,Keto,44.18
2895,528,2024-06-20,Dinner,Keto,31.96
2896,528,2024-07-16,Dinner,Keto,41.26
2897,528,2024-07-06,Lunch,Keto,41.12
2898,529,2024-10-27,Breakfast,Keto,43.89
2899,529,2024-10-31,Breakfast,Keto,23.44
2900,529,2024-10-30,Breakfast,Keto,14.4
2901,529,2024-11-01,Breakfast,Keto,34.78
2902,529,2024-10-29,Breakfast,Keto,14.1
2903,529,2024-10-31,Lunch,Keto,11.21
2904,529,2024-10-27,Dinner,Keto,47.17
2905,529,2024-10-27,Breakfast,Keto,34.46
2906,529,2024-10-30,Breakfast,Keto,22.67
2907,530,2024-03-07,Dinner,Gluten-Free,47.4
2908,530,2024-03-17,Dinner,Gluten-Free,42.35
2909,531,2024-01-20,Lunch,None,27.03
2910,531,2024-01-15,Lunch,None,32.9
2911,531,2024-01-05,Lunch,None,40.35
2912,531,2024-01-03,Lunch,None,15.01
2913,531,2024-01-25,Lunch,None,22.03
2914,532,2024-02-01,Dinner,Vegetarian,47.84
2915,532,2024-02-04,Dinner,Vegetarian,36.46
2916,532,2024-02-03,Lunch,Vegetarian,40.78
2917,532,2024-02-02,Breakfast,Vegetarian,48.8
2918,532,2024-02-05,Lunch,Vegetarian,48.82
2919,532,2024-02-05,Dinner,Vegetarian,21.66
2920,532,2024-02-06,Breakfast,Vegetarian,15.35
2921,533,2024-08-31,Dinner,Gluten-Free,14.47
2922,533,2024-08-28,Breakfast,Gluten-Free,48.6
2923,533,2024-08-11,Breakfast,Gluten-Free,22.05
2924,533,2024-09-04,Breakfast,Gluten-Free,41.13
2925,533,2024-08-07,Dinner,Gluten-Free,33.47
2926,533,2024-09-05,Dinner,Gluten-Free,24.56
2927,533,2024-09-05,Breakfast,Gluten-Free,30.33
2928,533,2024-08-29,Lunch,Gluten-Free,39.38
2929,534,2024-02-07,Dinner,Keto,47.04
2930,534,2024-02-07,Lunch,Keto,33.57
2931,534,2024-02-01,Dinner,Keto,42.79
2932,534,2024-02-06,Dinner,Keto,42.76
2933,534,2024-02-06,Breakfast,Keto,29.9
2934,534,2024-02-05,Dinner,Keto,32.36
2935,534,2024-02-02,Lunch,Keto,18.73
2936,534,2024-02-07,Lunch,Keto,49.45
2937,535,2024-10-04,Dinner,Vegetarian,28.93
2938,535,2024-10-08,Breakfast,Vegetarian,49.61
2939,535,2024-09-25,Breakfast,Vegetarian,36.39
2940,536,2024-11-14,Dinner,Vegan,29.98
2941,536,2024-11-19,Lunch,Vegan,28.41
2942,536,2024-11-21,Lunch,Vegan,48.41
2943,536,2024-11-04,Lunch,Vegan,22.5
2944,536,2024-11-06,Breakfast,Vegan,29.34
2945,536,2024-11-21,Dinner,Vegan,32.16
2946,537,2024-11-04,Dinner,Vegan,37.58
2947,538,2024-02-17,Breakfast,Vegetarian,33.75
2948,538,2024-02-18,Breakfast,Vegetarian,22.6
2949,538,2024-02-19,Dinner,Vegetarian,23.65
2950,538,2024-02-17,Lunch,Vegetarian,22.33
2951,539,2024-06-18,Lunch,Keto,47.67
2952,539,2024-06-23,Dinner,Keto,25.38
2953,539,2024-06-21,Dinner,Keto,23.83
2954,539,2024-06-22,Breakfast,Keto,10.55
2955,539,2024-06-21,Lunch,Keto,26.84
2956,539,2024-06-21,Breakfast,Keto,44.7
2957,539,2024-06-24,Lunch,Keto,10.85
2958,539,2024-06-20,Lunch,Keto,33.29
2959,540,2023-12-12,Dinner,Vegan,37.27
2960,540,2023-12-10,Dinner,Vegan,47.21
2961,540,2023-12-13,Breakfast,Vegan,37.56
2962,540,2023-12-12,Lunch,Vegan,10.74
2963,540,2023-12-12,Lunch,Vegan,41.51
2964,540,2023-12-08,Dinner,Vegan,27.63
2965,540,2023-12-11,Lunch,Vegan,26.8
2966,540,2023-12-07,Lunch,Vegan,44.5
2967,541,2024-12-05,Dinner,Vegetarian,16.71
2968,541,2024-11-30,Dinner,Vegetarian,23.25
2969,541,2024-11-14,Lunch,Vegetarian,23.06
2970,541,2024-12-05,Dinner,Vegetarian,41.23
2971,541,2024-11-30,Lunch,Vegetarian,27.06
2972,541,2024-11-22,Dinner,Vegetarian,10.7
2973,541,2024-11-22,Lunch,Vegetarian,21.64
2974,541,2024-12-07,Lunch,Vegetarian,45.56
2975,542,2024-08-11,Breakfast,Gluten-Free,26.07
2976,542,2024-08-13,Lunch,Gluten-Free,38.41
2977,542,2024-08-13,Breakfast,Gluten-Free,16.09
2978,543,2024-03-11,Dinner,Gluten-Free,49.59
2979,543,2024-03-08,Lunch,Gluten-Free,47.89
2980,543,2024-03-08,Lunch,Gluten-Free,28.47
2981,543,2024-03-06,Lunch,Gluten-Free,29.25
2982,543,2024-03-09,Lunch,Gluten-Free,42.43
2983,543,2024-03-09,Lunch,Gluten-Free,39.26
2984,543,2024-03-10,Breakfast,Gluten-Free,27.97
2985,543,2024-03-07,Lunch,Gluten-Free,46.21
2986,543,2024-03-09,Breakfast,Gluten-Free,12.48
2987,543,2024-03-11,Lunch,Gluten-Free,22.84
2988,544,2024-03-26,Dinner,Vegetarian,13.18
2989,545,2024-11-15,Dinner,Vegetarian,29.17
2990,545,2024-11-17,Dinner,Vegetarian,33.78
2991,545,2024-11-21,Breakfast,Vegetarian,30.82
2992,546,2023-12-21,Breakfast,None,17.99
2993,546,2023-12-19,Dinner,None,45.67
2994,546,2023-12-21,Breakfast,None,45.37
2995,546,2023-12-16,Dinner,None,29.48
2996,546,2023-12-21,Lunch,None,46.35
2997,546,2023-12-20,Dinner,None,21.87
2998,547,2024-03-30,Dinner,None,42.81
2999,547,2024-03-24,Dinner,None,41.44
3000,547,2024-03-29,Dinner,None,11.63
3001,547,2024-04-22,Dinner,None,14.33
3002,547,2024-03-26,Breakfast,None,30.54
3003,547,2024-04-10,Breakfast,None,38.28
3004,548,2024-03-01,Breakfast,Keto,26.16
3005,548,2024-02-25,Lunch,Keto,16.65
3006,549,2024-05-01,Dinner,Keto,17.9
3007,549,2024-05-24,Lunch,Keto,19.05
3008,549,2024-05-12,Breakfast,Keto,14.22
3009,550,2024-07-10,Dinner,Vegetarian,12.97
3010,550,2024-07-09,Dinner,Vegetarian,32.2
3011,550,2024-07-05,Breakfast,Vegetarian,15.65
3012,550,2024-07-06,Breakfast,Vegetarian,16.86
3013,550,2024-07-20,Lunch,Vegetarian,49.7
3014,551,2024-01-15,Lunch,Vegetarian,40.32
3015,551,2024-01-15,Lunch,Vegetarian,37.12
3016,551,2024-01-17,Lunch,Vegetarian,24.96
3017,552,2024-11-05,Breakfast,Vegetarian,12.44
3018,552,2024-11-07,Lunch,Vegetarian,49.09
3019,552,2024-11-11,Breakfast,Vegetarian,23.39
3020,552,2024-11-09,Lunch,Vegetarian,27.68
3021,552,2024-11-07,Breakfast,Vegetarian,43.49
3022,552,2024-11-09,Dinner,Vegetarian,17.57
3023,552,2024-11-10,Breakfast,Vegetarian,47.09
3024,552,2024-11-05,Lunch,Vegetarian,37.68
3025,552,2024-11-05,Breakfast,Vegetarian,21.27
3026,553,2024-06-15,Lunch,Vegan,24.07
3027,553,2024-07-02,Dinner,Vegan,12.69
3028,553,2024-06-10,Dinner,Vegan,32.65
3029,553,2024-06-19,Lunch,Vegan,18.05
3030,553,2024-06-07,Lunch,Vegan,45.06
3031,553,2024-06-08,Lunch,Vegan,31.33
3032,553,2024-06-12,Breakfast,Vegan,40.02
3033,554,2024-03-19,Lunch,Vegetarian,26.87
3034,554,2024-03-19,Dinner,Vegetarian,28.59
3035,554,2024-03-22,Breakfast,Vegetarian,41.94
3036,554,2024-03-21,Lunch,Vegetarian,40.07
3037,554,2024-03-16,Lunch,Vegetarian,45.25
3038,555,2024-04-28,Dinner,Gluten-Free,31.72
3039,555,2024-05-01,Dinner,Gluten-Free,29.8
3040,556,2024-07-26,Dinner,Keto,41.38
3041,556,2024-07-24,Dinner,Keto,25.93
3042,557,2024-02-22,Breakfast,Vegetarian,41.35
3043,557,2024-02-21,Dinner,Vegetarian,42.92
3044,557,2024-02-21,Dinner,Vegetarian,19.31
3045,557,2024-02-26,Breakfast,Vegetarian,38.35
3046,557,2024-02-27,Breakfast,Vegetarian,40.71
3047,557,2024-02-27,Lunch,Vegetarian,39.95
3048,557,2024-02-21,Breakfast,Vegetarian,11.06
3049,557,2024-02-25,Breakfast,Vegetarian,34.59
3050,557,2024-02-21,Dinner,Vegetarian,32.39
3051,557,2024-02-21,Dinner,Vegetarian,33.24
3052,558,2024-10-16,Breakfast,None,38.94
3053,558,2024-11-08,Dinner,None,36.96
3054,558,2024-11-12,Breakfast,None,23.11
3055,558,2024-10-14,Lunch,None,45.72
3056,558,2024-10-19,Lunch,None,27.98
3057,558,2024-10-18,Lunch,None,47.52
3058,559,2024-02-22,Lunch,None,47.66
3059,559,2024-02-04,Lunch,None,31.57
3060,559,2024-01-31,Lunch,None,26.09
3061,559,2024-02-02,Lunch,None,26.73
3062,559,2024-02-02,Dinner,None,11.83
3063,559,2024-02-01,Lunch,None,24.47
3064,559,2024-02-01,Breakfast,None,10.71
3065,559,2024-02-08,Lunch,None,18.85
3066,559,2024-02-21,Breakfast,None,22.52
3067,560,2024-03-07,Breakfast,Keto,27.28
3068,560,2024-03-20,Dinner,Keto,29.61
3069,560,2024-03-12,Breakfast,Keto,10.18
3070,560,2024-03-23,Breakfast,Keto,22.55
3071,560,2024-03-07,Breakfast,Keto,35.63
3072,561,2024-02-18,Dinner,Vegetarian,45.02
3073,561,2024-03-14,Dinner,Vegetarian,12.88
3074,561,2024-03-10,Lunch,Vegetarian,28.93
3075,561,2024-03-01,Dinner,Vegetarian,39.28
3076,562,2024-10-11,Lunch,Vegan,31.81
3077,562,2024-10-13,Lunch,Vegan,19.61
3078,562,2024-09-29,Breakfast,Vegan,24.86
3079,562,2024-09-23,Breakfast,Vegan,31.39
3080,563,2023-12-29,Breakfast,Vegan,33.78
3081,563,2023-12-26,Breakfast,Vegan,12.22
3082,563,2023-12-29,Breakfast,Vegan,23.99
3083,563,2023-12-23,Lunch,Vegan,34.82
3084,563,2023-12-25,Breakfast,Vegan,30.98
3085,563,2023-12-24,Dinner,Vegan,49.12
3086,563,2023-12-26,Dinner,Vegan,16.58
3087,563,2023-12-23,Breakfast,Vegan,18.43
3088,564,2024-04-28,Lunch,Vegetarian,11.4
3089,564,2024-04-27,Dinner,Vegetarian,38.15
3090,564,2024-04-28,Breakfast,Vegetarian,34.2
3091,564,2024-05-05,Lunch,Vegetarian,49.2
3092,564,2024-05-02,Dinner,Vegetarian,13.95
3093,565,2024-07-31,Lunch,Vegetarian,27.09
3094,565,2024-07-30,Breakfast,Vegetarian,19.84
3095,565,2024-08-01,Lunch,Vegetarian,35.7
3096,565,2024-07-30,Breakfast,Vegetarian,27.11
3097,565,2024-07-30,Lunch,Vegetarian,39.47
3098,565,2024-08-01,Lunch,Vegetarian,48.26
3099,565,2024-07-28,Breakfast,Vegetarian,24.17
3100,565,2024-08-01,Dinner,Vegetarian,39.03
3101,565,2024-08-03,Lunch,Vegetarian,49.72
3102,565,2024-07-31,Lunch,Vegetarian,29.4
3103,566,2024-09-25,Breakfast,Vegetarian,39.04
3104,566,2024-09-29,Dinner,Vegetarian,26.24
3105,566,2024-09-14,Lunch,Vegetarian,35.5
3106,566,2024-09-29,Breakfast,Vegetarian,13.24
3107,566,2024-09-12,Breakfast,Vegetarian,33.81
3108,566,2024-10-01,Dinner,Vegetarian,40.56
3109,567,2024-04-25,Dinner,Gluten-Free,10.22
3110,567,2024-05-12,Lunch,Gluten-Free,16.68
3111,567,2024-05-07,Dinner,Gluten-Free,37.28
3112,567,2024-05-11,Breakfast,Gluten-Free,46.86
3113,567,2024-04-24,Lunch,Gluten-Free,40.62
3114,567,2024-05-12,Dinner,Gluten-Free,29.71
3115,567,2024-04-19,Breakfast,Gluten-Free,14.33
3116,567,2024-05-17,Breakfast,Gluten-Free,13.72
3117,567,2024-04-29,Breakfast,Gluten-Free,34.64
3118,567,2024-04-18,Breakfast,Gluten-Free,17.71
3119,568,2024-03-24,Dinner,Vegan,28.52
3120,568,2024-04-02,Dinner,Vegan,19.77
3121,568,2024-04-08,Lunch,Vegan,45.47
3122,568,2024-04-16,Breakfast,Vegan,49.74
3123,568,2024-04-16,Lunch,Vegan,22.4
3124,568,2024-03-28,Breakfast,Vegan,49.4
3125,568,2024-03-25,Lunch,Vegan,40.88
3126,568,2024-03-21,Breakfast,Vegan,29.08
3127,569,2024-05-26,Dinner,Vegan,47.57
3128,569,2024-05-26,Lunch,Vegan,11.09
3129,569,2024-05-25,Breakfast,Vegan,15.05
3130,570,2024-02-16,Breakfast,Keto,34.1
3131,570,2024-02-08,Breakfast,Keto,33.91
3132,570,2024-02-06,Dinner,Keto,13.77
3133,570,2024-01-27,Breakfast,Keto,35.35
3134,570,2024-01-31,Breakfast,Keto,26.98
3135,570,2024-01-20,Lunch,Keto,22.13
3136,571,2024-04-11,Breakfast,None,41.74
3137,572,2023-12-04,Breakfast,None,25.1
3138,572,2023-12-06,Breakfast,None,41.52
3139,572,2023-12-05,Breakfast,None,40.09
3140,572,2023-12-02,Breakfast,None,40.23
3141,572,2023-12-08,Breakfast,None,23.65
3142,572,2023-12-08,Lunch,None,20.54
3143,572,2023-12-07,Breakfast,None,47.92
3144,573,2024-03-09,Dinner,Vegetarian,10.55
3145,573,2024-03-27,Breakfast,Vegetarian,35.79
3146,573,2024-02-28,Lunch,Vegetarian,14.55
3147,573,2024-03-11,Lunch,Vegetarian,14.44
3148,573,2024-03-24,Dinner,Vegetarian,39.24
3149,573,2024-03-19,Lunch,Vegetarian,14.62
3150,573,2024-03-16,Breakfast,Vegetarian,38.71
3151,573,2024-03-09,Dinner,Vegetarian,48.16
3152,573,2024-03-01,Lunch,Vegetarian,39.78
3153,573,2024-03-15,Dinner,Vegetarian,13.77
3154,574,2024-11-11,Dinner,Vegetarian,14.77
3155,574,2024-11-15,Breakfast,Vegetarian,40.65
3156,574,2024-11-15,Lunch,Vegetarian,38.17
3157,574,2024-11-12,Dinner,Vegetarian,21.54
3158,574,2024-11-16,Dinner,Vegetarian,42.18
3159,574,2024-11-10,Lunch,Vegetarian,11.08
3160,574,2024-11-13,Dinner,Vegetarian,28.03
3161,574,2024-11-16,Breakfast,Vegetarian,14.56
3162,575,2024-03-24,Breakfast,Vegetarian,29.11
3163,575,2024-03-06,Breakfast,Vegetarian,14.96
3164,575,2024-03-17,Lunch,Vegetarian,47.71
3165,575,2024-03-15,Dinner,Vegetarian,14.85
3166,575,2024-03-17,Dinner,Vegetarian,22.33
3167,575,2024-04-04,Breakfast,Vegetarian,17.02
3168,575,2024-04-01,Lunch,Vegetarian,46.96
3169,575,2024-03-20,Breakfast,Vegetarian,32.62
3170,576,2024-02-12,Breakfast,Gluten-Free,46.9
3171,576,2024-02-13,Lunch,Gluten-Free,45.39
3172,576,2024-02-13,Breakfast,Gluten-Free,41.15
3173,576,2024-02-12,Lunch,Gluten-Free,11.36
3174,577,2024-02-19,Breakfast,Gluten-Free,10.45
3175,577,2024-02-16,Dinner,Gluten-Free,21.47
3176,577,2024-02-18,Breakfast,Gluten-Free,46.76
3177,577,2024-02-19,Breakfast,Gluten-Free,25.28
3178,577,2024-02-19,Dinner,Gluten-Free,18.99
3179,577,2024-02-19,Lunch,Gluten-Free,13.15
3180,577,2024-02-19,Dinner,Gluten-Free,45.14
3181,577,2024-02-14,Lunch,Gluten-Free,40.78
3182,578,2024-01-29,Breakfast,Gluten-Free,19.29
3183,578,2024-01-28,Dinner,Gluten-Free,29.19
3184,578,2024-01-27,Lunch,Gluten-Free,49.65
3185,578,2024-02-02,Dinner,Gluten-Free,44.72
3186,578,2024-01-27,Dinner,Gluten-Free,10.49
3187,579,2024-09-06,Breakfast,Keto,45.72
3188,579,2024-09-12,Lunch,Keto,26.79
3189,579,2024-09-12,Breakfast,Keto,29.04
3190,579,2024-09-08,Dinner,Keto,16.63
3191,579,2024-09-07,Breakfast,Keto,10.41
3192,579,2024-09-07,Lunch,Keto,36.05
3193,579,2024-09-09,Breakfast,Keto,39.31
3194,579,2024-09-07,Lunch,Keto,12.43
3195,580,2024-01-14,Breakfast,None,44.11
3196,580,2024-02-05,Lunch,None,15.79
3197,580,2024-01-20,Dinner,None,15.88
3198,580,2024-01-16,Breakfast,None,21.8
3199,580,2024-01-25,Breakfast,None,23.74
3200,580,2024-01-23,Lunch,None,22.52
3201,580,2024-01-31,Breakfast,None,23.98
3202,581,2023-12-28,Breakfast,None,29.14
3203,582,2024-08-16,Lunch,Vegetarian,31.9
3204,583,2024-05-19,Dinner,Vegan,45.42
3205,583,2024-06-04,Dinner,Vegan,18.39
3206,583,2024-06-05,Breakfast,Vegan,49.7
3207,583,2024-05-19,Breakfast,Vegan,10.8
3208,584,2024-11-20,Breakfast,None,41.29
3209,584,2024-11-19,Breakfast,None,47.3
3210,584,2024-11-15,Breakfast,None,39.9
3211,584,2024-11-20,Dinner,None,17.79
3212,585,2024-07-04,Breakfast,Vegetarian,49.83
3213,586,2024-07-04,Lunch,Vegan,11.61
3214,587,2024-10-22,Breakfast,Vegan,31.55
3215,587,2024-10-23,Breakfast,Vegan,33.14
3216,587,2024-10-17,Dinner,Vegan,48.26
3217,587,2024-10-18,Lunch,Vegan,41.47
3218,587,2024-10-22,Dinner,Vegan,48.76
3219,588,2024-08-01,Dinner,None,32.2
3220,588,2024-08-04,Dinner,None,14.35
3221,588,2024-08-09,Breakfast,None,34.16
3222,589,2024-01-15,Breakfast,Keto,40.15
3223,589,2024-01-26,Dinner,Keto,29.29
3224,590,2024-06-29,Breakfast,None,46.82
3225,590,2024-07-03,Lunch,None,34.83
3226,590,2024-06-29,Lunch,None,42.99
3227,590,2024-07-02,Lunch,None,28.49
3228,590,2024-06-30,Breakfast,None,18.01
3229,590,2024-07-04,Lunch,None,37.51
3230,591,2024-08-06,Dinner,Keto,32.83
3231,591,2024-08-02,Lunch,Keto,13.89
3232,591,2024-07-31,Dinner,Keto,21.37
3233,591,2024-08-02,Lunch,Keto,29.03
3234,592,2024-05-20,Breakfast,Gluten-Free,14.96
3235,592,2024-05-19,Dinner,Gluten-Free,45.82
3236,592,2024-06-14,Dinner,Gluten-Free,27.02
3237,592,2024-06-11,Dinner,Gluten-Free,36.09
3238,592,2024-05-22,Dinner,Gluten-Free,39.19
3239,592,2024-06-10,Breakfast,Gluten-Free,30.21
3240,592,2024-05-21,Dinner,Gluten-Free,13.63
3241,592,2024-06-03,Lunch,Gluten-Free,28.01
3242,592,2024-06-06,Lunch,Gluten-Free,16.79
3243,592,2024-05-26,Dinner,Gluten-Free,14.43
3244,593,2023-12-17,Lunch,None,15.37
3245,593,2023-12-24,Dinner,None,15.23
3246,593,2024-01-04,Breakfast,None,30.59
3247,593,2024-01-01,Breakfast,None,44.91
3248,593,2024-01-05,Breakfast,None,37.13
3249,594,2024-02-11,Breakfast,Vegetarian,11.42
3250,594,2024-03-07,Breakfast,Vegetarian,37.97
3251,594,2024-03-05,Dinner,Vegetarian,26.66
3252,594,2024-02-12,Dinner,Vegetarian,19.17
3253,594,2024-03-02,Dinner,Vegetarian,36.76
3254,594,2024-03-08,Breakfast,Vegetarian,13.36
3255,594,2024-02-20,Breakfast,Vegetarian,14.23
3256,594,2024-03-08,Breakfast,Vegetarian,24.78
3257,595,2024-09-01,Breakfast,Gluten-Free,15.6
3258,595,2024-09-06,Dinner,Gluten-Free,47.3
3259,595,2024-09-02,Lunch,Gluten-Free,26.84
3260,595,2024-09-04,Dinner,Gluten-Free,24.46
3261,596,2024-08-23,Lunch,Vegan,20.34
3262,596,2024-09-15,Dinner,Vegan,49.73
3263,596,2024-09-20,Dinner,Vegan,33.96
3264,597,2024-07-12,Breakfast,None,41.46
3265,597,2024-07-08,Breakfast,None,20.68
3266,597,2024-07-14,Breakfast,None,13.13
3267,597,2024-07-10,Lunch,None,31.79
3268,597,2024-07-13,Dinner,None,47.42
3269,597,2024-07-13,Dinner,None,33.28
3270,597,2024-07-11,Dinner,None,49.34
3271,597,2024-07-12,Lunch,None,46.04
3272,597,2024-07-11,Breakfast,None,42.81
3273,598,2024-06-11,Dinner,Vegan,15.44
3274,598,2024-06-08,Lunch,Vegan,17.05
3275,598,2024-06-13,Lunch,Vegan,28.93
3276,598,2024-06-12,Lunch,Vegan,27.54
3277,598,2024-06-10,Lunch,Vegan,31.68
3278,598,2024-06-12,Breakfast,Vegan,31.88
3279,598,2024-06-13,Breakfast,Vegan,39.3
3280,598,2024-06-08,Dinner,Vegan,23.73
3281,598,2024-06-12,Dinner,Vegan,36.08
3282,599,2024-03-23,Breakfast,Keto,23.26
3283,599,2024-03-23,Dinner,Keto,31.71
3284,599,2024-03-23,Lunch,Keto,27.1
3285,599,2024-03-20,Breakfast,Keto,21.11
3286,600,2024-05-21,Dinner,Vegetarian,39.4
3287,600,2024-05-18,Lunch,Vegetarian,14.73
3288,600,2024-06-02,Dinner,Vegetarian,39.39
3289,600,2024-05-07,Lunch,Vegetarian,32.25
3290,600,2024-05-09,Dinner,Vegetarian,16.34
3291,600,2024-05-13,Dinner,Vegetarian,33.61
3292,600,2024-05-06,Lunch,Vegetarian,21.48
3293,600,2024-05-16,Breakfast,Vegetarian,39.86
3294,600,2024-05-31,Breakfast,Vegetarian,26.72
3295,600,2024-05-08,Lunch,Vegetarian,35.63
3296,601,2024-04-29,Breakfast,Gluten-Free,34.74
3297,601,2024-04-09,Dinner,Gluten-Free,31.9
3298,601,2024-04-20,Dinner,Gluten-Free,45.09
3299,601,2024-04-26,Dinner,Gluten-Free,40.6
3300,601,2024-04-11,Dinner,Gluten-Free,49.9
3301,602,2024-02-05,Lunch,Vegetarian,38.68
3302,602,2024-02-01,Dinner,Vegetarian,38.97
3303,602,2024-02-07,Dinner,Vegetarian,21.5
3304,602,2024-02-13,Dinner,Vegetarian,35.87
3305,602,2024-02-18,Breakfast,Vegetarian,49.77
3306,602,2024-02-07,Dinner,Vegetarian,18.29
3307,602,2024-02-02,Lunch,Vegetarian,31.8
3308,603,2024-03-23,Dinner,Gluten-Free,33.61
3309,603,2024-03-24,Lunch,Gluten-Free,24.28
3310,603,2024-03-28,Lunch,Gluten-Free,46.94
3311,603,2024-03-24,Breakfast,Gluten-Free,37.74
3312,603,2024-03-25,Lunch,Gluten-Free,23.8
3313,603,2024-03-28,Lunch,Gluten-Free,38.39
3314,603,2024-03-27,Lunch,Gluten-Free,19.72
3315,604,2024-04-07,Breakfast,None,49.91
3316,604,2024-04-10,Breakfast,None,15.34
3317,604,2024-04-09,Lunch,None,23.71
3318,604,2024-04-08,Dinner,None,12.27
3319,604,2024-04-05,Lunch,None,12.64
3320,605,2024-02-21,Dinner,Keto,37.96
3321,605,2024-02-17,Breakfast,Keto,28.39
3322,605,2024-02-12,Breakfast,Keto,40.79
3323,605,2024-02-04,Dinner,Keto,43.51
3324,605,2024-02-24,Breakfast,Keto,11.25
3325,606,2024-11-18,Breakfast,None,15.51
3326,606,2024-11-17,Lunch,None,13.18
3327,606,2024-11-12,Lunch,None,42.8
3328,606,2024-11-14,Lunch,None,21.7
3329,606,2024-11-17,Breakfast,None,29.59
3330,606,2024-11-13,Lunch,None,17.27
3331,607,2024-03-18,Lunch,Keto,26.9
3332,607,2024-03-18,Lunch,Keto,35.95
3333,608,2024-06-05,Dinner,Vegetarian,15.01
3334,608,2024-06-01,Lunch,Vegetarian,23.37
3335,608,2024-06-06,Lunch,Vegetarian,11.08
3336,608,2024-06-04,Dinner,Vegetarian,32.91
3337,609,2024-02-06,Breakfast,Keto,20.02
3338,609,2024-02-02,Lunch,Keto,48.71
3339,609,2024-02-03,Dinner,Keto,15.55
3340,609,2024-02-04,Breakfast,Keto,16.21
3341,609,2024-02-05,Dinner,Keto,34.92
3342,609,2024-02-05,Breakfast,Keto,23.68
3343,609,2024-02-05,Breakfast,Keto,30.84
3344,610,2024-01-15,Dinner,Keto,48.99
3345,611,2024-05-08,Breakfast,None,49.56
3346,611,2024-05-11,Breakfast,None,45.81
3347,611,2024-05-07,Lunch,None,46.22
3348,611,2024-05-05,Lunch,None,21.15
3349,611,2024-05-05,Dinner,None,22.97
3350,611,2024-05-10,Dinner,None,10.72
3351,611,2024-05-07,Dinner,None,36.1
3352,611,2024-05-05,Breakfast,None,37.35
3353,612,2024-11-08,Dinner,Keto,35.2
3354,612,2024-11-10,Lunch,Keto,31.35
3355,612,2024-11-06,Breakfast,Keto,34.33
3356,612,2024-11-06,Dinner,Keto,40.93
3357,612,2024-11-09,Lunch,Keto,31.61
3358,612,2024-11-10,Dinner,Keto,45.02
